"REF_DATE","GEO","DGUID","Population and dwelling counts (13)","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2021","Burlington","2021A00051008071","Population, 2021","","0","units","0","","269.1","304","","","","0"
"2021","Campbellton","2021A00051008037","Population, 2021","","0","units","0","","270.1","459","","","","0"
"2021","Carmanville","2021A00051008011","Population, 2021","","0","units","0","","271.1","784","","","","0"
"2021","Change Islands","2021A00051008024","Population, 2021","","0","units","0","","272.1","184","","","","0"
"2021","Coachman's Cove","2021A00051008092","Population, 2021","","0","units","0","","273.1","111","","","","0"
"2021","Comfort Cove-Newstead","2021A00051008039","Population, 2021","","0","units","0","","274.1","345","","","","0"
"2021","Cottlesville","2021A00051008032","Population, 2021","","0","units","0","","275.1","244","","","","0"
"2021","Crow Head","2021A00051008029","Population, 2021","","0","units","0","","276.1","156","","","","0"
"2021","Division No.  8, Subd. A","2021A00051008074","Population, 2021","","0","units","0","","277.1","386","","","","0"
"2021","Division No.  8, Subd. C","2021A00051008058","Population, 2021","","0","units","0","","278.1","563","","","","0"
"2021","Division No.  8, Subd. D","2021A00051008052","Population, 2021","","0","units","0","","279.1","5","","","","0"
"2021","Division No.  8, Subd. E","2021A00051008046","Population, 2021","","0","units","0","","280.1","496","","","","0"
"2021","Division No.  8, Subd. F","2021A00051008042","Population, 2021","","0","units","0","","281.1","867","","","","0"
"2021","Division No.  8, Subd. G","2021A00051008036","Population, 2021","","0","units","0","","282.1","409","","","","0"
"2021","Division No.  8, Subd. H","2021A00051008031","Population, 2021","","0","units","0","","283.1","1788","","","","0"
"2021","Division No.  8, Subd. I","2021A00051008026","Population, 2021","","0","units","0","","284.1","163","","","","0"
"2021","Division No.  8, Subd. L","2021A00051008008","Population, 2021","","0","units","0","","285.1","2772","","","","0"
"2021","Division No.  8, Subd. M","2021A00051008001","Population, 2021","","0","units","0","","286.1","141","","","","0"
